month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2020-10,CHOA CHU KANG,4 ROOM,476D,CHOA CHU KANG AVE 5,13 TO 15,92,Model A,2013,91 years 10 months,430000
2020-10,CHOA CHU KANG,4 ROOM,488C,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 09 months,435000
2020-10,CHOA CHU KANG,4 ROOM,490B,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 08 months,430000
2020-10,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,16 TO 18,93,Model A,2017,95 years 06 months,485000
2020-10,CHOA CHU KANG,4 ROOM,672,CHOA CHU KANG CRES,01 TO 03,100,Premium Apartment,2000,78 years 05 months,344000
2020-10,CHOA CHU KANG,4 ROOM,691B,CHOA CHU KANG CRES,16 TO 18,91,Model A,2003,81 years 08 months,382000
2020-10,CHOA CHU KANG,4 ROOM,680,CHOA CHU KANG CRES,07 TO 09,106,Premium Apartment,1999,78 years 01 month,355000
2020-10,CHOA CHU KANG,4 ROOM,691B,CHOA CHU KANG CRES,01 TO 03,91,Model A,2003,81 years 07 months,338000
2020-10,CHOA CHU KANG,4 ROOM,678,CHOA CHU KANG CRES,04 TO 06,105,Premium Apartment,1999,78 years 01 month,330000
2020-10,CHOA CHU KANG,4 ROOM,355,CHOA CHU KANG CTRL,04 TO 06,104,Model A,1993,71 years 09 months,390000
2020-10,CHOA CHU KANG,4 ROOM,219,CHOA CHU KANG CTRL,04 TO 06,106,Model A,1990,68 years 04 months,402000
2020-10,CHOA CHU KANG,4 ROOM,238,CHOA CHU KANG CTRL,04 TO 06,105,Model A,1990,68 years 05 months,340000
2020-10,CHOA CHU KANG,4 ROOM,636,CHOA CHU KANG NTH 6,13 TO 15,113,Premium Apartment,1998,76 years 04 months,525000
2020-10,CHOA CHU KANG,4 ROOM,573,CHOA CHU KANG ST 52,01 TO 03,92,Model A,2015,93 years 03 months,398000
2020-10,CHOA CHU KANG,4 ROOM,15,TECK WHYE LANE,01 TO 03,92,New Generation,1979,57 years 05 months,310000
2020-10,CHOA CHU KANG,4 ROOM,124,TECK WHYE LANE,10 TO 12,104,Model A,1989,67 years 04 months,345000
2020-10,CHOA CHU KANG,5 ROOM,454,CHOA CHU KANG AVE 4,10 TO 12,123,Premium Apartment,2000,78 years 07 months,400000
2020-10,CHOA CHU KANG,5 ROOM,449,CHOA CHU KANG AVE 4,13 TO 15,123,Premium Apartment,2000,78 years 05 months,425000
2020-10,CHOA CHU KANG,5 ROOM,487C,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 09 months,475000
2020-10,CHOA CHU KANG,5 ROOM,488D,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 09 months,538000
2020-10,CHOA CHU KANG,5 ROOM,489B,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 08 months,540000
2020-10,CHOA CHU KANG,5 ROOM,487A,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 09 months,523000
2020-10,CHOA CHU KANG,5 ROOM,487B,CHOA CHU KANG AVE 5,07 TO 09,113,Improved,2016,94 years 08 months,520000
2020-10,CHOA CHU KANG,5 ROOM,488D,CHOA CHU KANG AVE 5,01 TO 03,113,Improved,2016,94 years 08 months,483000
2020-10,CHOA CHU KANG,5 ROOM,487A,CHOA CHU KANG AVE 5,01 TO 03,113,Improved,2016,94 years 08 months,477000
2020-10,CHOA CHU KANG,5 ROOM,489B,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 08 months,503000
2020-10,CHOA CHU KANG,5 ROOM,490D,CHOA CHU KANG AVE 5,01 TO 03,113,Improved,2016,94 years 08 months,490000
2020-10,CHOA CHU KANG,5 ROOM,690C,CHOA CHU KANG CRES,19 TO 21,110,Improved,2003,81 years 09 months,415000
2020-10,CHOA CHU KANG,5 ROOM,664,CHOA CHU KANG CRES,04 TO 06,124,Improved,1999,77 years 08 months,390000
2020-10,CHOA CHU KANG,5 ROOM,690D,CHOA CHU KANG CRES,22 TO 24,110,Improved,2003,81 years 10 months,415000
2020-10,CHOA CHU KANG,5 ROOM,691B,CHOA CHU KANG CRES,07 TO 09,110,Improved,2003,81 years 07 months,390000
2020-10,CHOA CHU KANG,5 ROOM,683A,CHOA CHU KANG CRES,01 TO 03,111,Improved,2002,80 years 09 months,367000
2020-10,CHOA CHU KANG,5 ROOM,205,CHOA CHU KANG CTRL,10 TO 12,122,Improved,1989,67 years 07 months,510000
2020-10,CHOA CHU KANG,5 ROOM,212,CHOA CHU KANG CTRL,10 TO 12,122,Improved,1989,67 years 08 months,470000
2020-10,CHOA CHU KANG,5 ROOM,508,CHOA CHU KANG ST 51,10 TO 12,135,Model A,1994,73 years 01 month,455000
2020-10,CHOA CHU KANG,5 ROOM,512,CHOA CHU KANG ST 51,04 TO 06,134,Model A,1994,73 years 01 month,450000
2020-10,CHOA CHU KANG,5 ROOM,542,CHOA CHU KANG ST 52,04 TO 06,124,Improved,1995,73 years 11 months,420000
2020-10,CHOA CHU KANG,5 ROOM,549,CHOA CHU KANG ST 52,04 TO 06,121,Improved,1995,73 years 08 months,430000
2020-10,CHOA CHU KANG,5 ROOM,547,CHOA CHU KANG ST 52,01 TO 03,121,Improved,1994,72 years 07 months,400000
2020-10,CHOA CHU KANG,5 ROOM,612,CHOA CHU KANG ST 62,04 TO 06,134,Model A,1996,74 years 09 months,478000
2020-10,CHOA CHU KANG,5 ROOM,7,TECK WHYE AVE,13 TO 15,132,Model A,1984,62 years 05 months,428000
2020-10,CHOA CHU KANG,EXECUTIVE,448,CHOA CHU KANG AVE 4,07 TO 09,143,Maisonette,1997,75 years 06 months,555000
2020-10,CHOA CHU KANG,EXECUTIVE,679,CHOA CHU KANG CRES,07 TO 09,144,Premium Apartment,1999,78 years 02 months,490000
2020-10,CHOA CHU KANG,EXECUTIVE,558,CHOA CHU KANG NTH 6,07 TO 09,147,Apartment,1996,74 years 04 months,580000
2020-10,CHOA CHU KANG,EXECUTIVE,555,CHOA CHU KANG NTH 6,01 TO 03,157,Maisonette,1996,74 years 04 months,580000
2020-10,CHOA CHU KANG,EXECUTIVE,523,CHOA CHU KANG ST 51,07 TO 09,147,Apartment,1995,73 years 04 months,550000
2020-10,CHOA CHU KANG,EXECUTIVE,603,CHOA CHU KANG ST 62,01 TO 03,147,Apartment,1996,74 years 04 months,510000
2020-10,CHOA CHU KANG,EXECUTIVE,101,TECK WHYE LANE,07 TO 09,142,Apartment,1989,67 years 07 months,550000
2020-10,CHOA CHU KANG,EXECUTIVE,101,TECK WHYE LANE,07 TO 09,146,Apartment,1989,67 years 06 months,550000
2020-10,CHOA CHU KANG,EXECUTIVE,120,TECK WHYE LANE,07 TO 09,146,Maisonette,1989,67 years 07 months,618000
2020-11,CHOA CHU KANG,3 ROOM,807A,CHOA CHU KANG AVE 1,07 TO 09,67,Model A,2017,95 years 06 months,350500
2020-11,CHOA CHU KANG,3 ROOM,809B,CHOA CHU KANG AVE 1,07 TO 09,67,Model A,2017,95 years 06 months,345000
2020-11,CHOA CHU KANG,3 ROOM,807A,CHOA CHU KANG AVE 1,13 TO 15,67,Model A,2017,95 years 06 months,355000
2020-11,CHOA CHU KANG,3 ROOM,490B,CHOA CHU KANG AVE 5,04 TO 06,68,Model A,2016,94 years 08 months,320000
2020-11,CHOA CHU KANG,3 ROOM,490B,CHOA CHU KANG AVE 5,01 TO 03,68,Model A,2016,94 years 08 months,320000
2020-11,CHOA CHU KANG,3 ROOM,490A,CHOA CHU KANG AVE 5,07 TO 09,68,Model A,2016,94 years 08 months,335000
2020-11,CHOA CHU KANG,3 ROOM,571,CHOA CHU KANG ST 52,04 TO 06,67,Model A,2015,93 years 02 months,345000
2020-11,CHOA CHU KANG,3 ROOM,570,CHOA CHU KANG ST 52,07 TO 09,67,Model A,2015,93 years 02 months,328000
2020-11,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,01 TO 03,92,Model A,2017,95 years 06 months,400000
2020-11,CHOA CHU KANG,4 ROOM,248,CHOA CHU KANG AVE 2,07 TO 09,104,Model A,1993,71 years 07 months,410000
2020-11,CHOA CHU KANG,4 ROOM,472,CHOA CHU KANG AVE 3,13 TO 15,101,Model A,1999,77 years 06 months,370000
2020-11,CHOA CHU KANG,4 ROOM,290,CHOA CHU KANG AVE 3,10 TO 12,104,Model A,1993,71 years 08 months,365000
2020-11,CHOA CHU KANG,4 ROOM,443,CHOA CHU KANG AVE 4,13 TO 15,91,Model A2,1997,75 years 06 months,346000
2020-11,CHOA CHU KANG,4 ROOM,476A,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,91 years 09 months,425000
2020-11,CHOA CHU KANG,4 ROOM,476D,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,91 years 09 months,425000
2020-11,CHOA CHU KANG,4 ROOM,489A,CHOA CHU KANG AVE 5,13 TO 15,93,Model A,2016,94 years 08 months,440000
2020-11,CHOA CHU KANG,4 ROOM,488D,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 08 months,426000
2020-11,CHOA CHU KANG,4 ROOM,487C,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 08 months,422000
2020-11,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,07 TO 09,92,Model A,2013,91 years 09 months,438888
2020-11,CHOA CHU KANG,4 ROOM,489A,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 08 months,435000
2020-11,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,91 years 09 months,420000
2020-11,CHOA CHU KANG,4 ROOM,485D,CHOA CHU KANG AVE 5,13 TO 15,101,Model A,1999,77 years 07 months,385000
2020-11,CHOA CHU KANG,4 ROOM,487C,CHOA CHU KANG AVE 5,01 TO 03,93,Model A,2016,94 years 08 months,385000
2020-11,CHOA CHU KANG,4 ROOM,484B,CHOA CHU KANG AVE 5,04 TO 06,101,Model A,1999,77 years 06 months,355000
2020-11,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,07 TO 09,93,Model A,2017,95 years 05 months,453000
2020-11,CHOA CHU KANG,4 ROOM,685C,CHOA CHU KANG CRES,07 TO 09,85,Model A2,2002,81 years,335000
2020-11,CHOA CHU KANG,4 ROOM,686A,CHOA CHU KANG CRES,10 TO 12,90,Model A,2002,80 years 11 months,345000
2020-11,CHOA CHU KANG,4 ROOM,690A,CHOA CHU KANG CRES,10 TO 12,90,Model A,2003,81 years 06 months,342000
2020-11,CHOA CHU KANG,4 ROOM,219,CHOA CHU KANG CTRL,01 TO 03,106,Model A,1990,68 years 04 months,395000
2020-11,CHOA CHU KANG,4 ROOM,230,CHOA CHU KANG CTRL,10 TO 12,111,Model A,1990,68 years 08 months,385000
2020-11,CHOA CHU KANG,4 ROOM,227,CHOA CHU KANG CTRL,10 TO 12,105,Model A,1993,71 years 07 months,395000
2020-11,CHOA CHU KANG,4 ROOM,211,CHOA CHU KANG CTRL,10 TO 12,104,Model A,1989,68 years,415000
2020-11,CHOA CHU KANG,4 ROOM,340,CHOA CHU KANG LOOP,07 TO 09,105,Model A,1993,71 years 07 months,465000
2020-11,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,13 TO 15,92,Model A,2015,93 years 03 months,450000
2020-11,CHOA CHU KANG,4 ROOM,707,CHOA CHU KANG ST 53,10 TO 12,106,Model A,1995,73 years 07 months,370000
2020-11,CHOA CHU KANG,4 ROOM,620,CHOA CHU KANG ST 62,01 TO 03,108,Model A,1996,74 years 08 months,406888
2020-11,CHOA CHU KANG,4 ROOM,638,CHOA CHU KANG ST 64,10 TO 12,100,Premium Apartment,1998,76 years 02 months,490000
2020-11,CHOA CHU KANG,4 ROOM,157,JLN TECK WHYE,07 TO 09,91,Model A2,1998,76 years 03 months,338000
2020-11,CHOA CHU KANG,4 ROOM,803A,KEAT HONG CL,04 TO 06,93,Model A,2017,95 years 07 months,425000
2020-11,CHOA CHU KANG,4 ROOM,805A,KEAT HONG CL,10 TO 12,93,Model A,2017,95 years 06 months,445000
2020-11,CHOA CHU KANG,4 ROOM,2,TECK WHYE AVE,01 TO 03,104,Model A,1984,63 years,325000
2020-11,CHOA CHU KANG,4 ROOM,15,TECK WHYE LANE,07 TO 09,92,New Generation,1979,57 years 05 months,320000
2020-11,CHOA CHU KANG,5 ROOM,808D,CHOA CHU KANG AVE 1,13 TO 15,112,Improved,2017,95 years 06 months,518000
2020-11,CHOA CHU KANG,5 ROOM,809A,CHOA CHU KANG AVE 1,10 TO 12,112,Improved,2017,95 years 06 months,530000
2020-11,CHOA CHU KANG,5 ROOM,809A,CHOA CHU KANG AVE 1,10 TO 12,112,Improved,2017,95 years 06 months,540000
2020-11,CHOA CHU KANG,5 ROOM,809A,CHOA CHU KANG AVE 1,07 TO 09,112,Improved,2017,95 years 06 months,520000
2020-11,CHOA CHU KANG,5 ROOM,809A,CHOA CHU KANG AVE 1,07 TO 09,112,Improved,2017,95 years 06 months,530000
2020-11,CHOA CHU KANG,5 ROOM,297B,CHOA CHU KANG AVE 2,07 TO 09,122,Premium Apartment,1999,77 years 08 months,410000
2020-11,CHOA CHU KANG,5 ROOM,473,CHOA CHU KANG AVE 3,13 TO 15,120,Improved,1999,77 years 06 months,436000
2020-11,CHOA CHU KANG,5 ROOM,417,CHOA CHU KANG AVE 4,04 TO 06,124,Improved,1993,71 years 08 months,460000
2020-11,CHOA CHU KANG,5 ROOM,457,CHOA CHU KANG AVE 4,01 TO 03,123,Premium Apartment,2000,78 years 04 months,446888
2020-11,CHOA CHU KANG,5 ROOM,454,CHOA CHU KANG AVE 4,04 TO 06,123,Premium Apartment,2000,78 years 06 months,405000
2020-11,CHOA CHU KANG,5 ROOM,489D,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 08 months,515000
2020-11,CHOA CHU KANG,5 ROOM,488D,CHOA CHU KANG AVE 5,07 TO 09,113,Improved,2016,94 years 08 months,528000
2020-11,CHOA CHU KANG,5 ROOM,489B,CHOA CHU KANG AVE 5,07 TO 09,113,Improved,2016,94 years 08 months,525000
2020-11,CHOA CHU KANG,5 ROOM,485C,CHOA CHU KANG AVE 5,07 TO 09,122,Improved,1999,77 years 06 months,438000
2020-11,CHOA CHU KANG,5 ROOM,488D,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 08 months,538000
2020-11,CHOA CHU KANG,5 ROOM,490D,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 08 months,590000
2020-11,CHOA CHU KANG,5 ROOM,489A,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 08 months,485000
2020-11,CHOA CHU KANG,5 ROOM,489B,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 08 months,500000
2020-11,CHOA CHU KANG,5 ROOM,488D,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 07 months,565000
2020-11,CHOA CHU KANG,5 ROOM,683A,CHOA CHU KANG CRES,04 TO 06,111,Improved,2002,80 years 09 months,360666
2020-11,CHOA CHU KANG,5 ROOM,682,CHOA CHU KANG CRES,07 TO 09,123,Premium Apartment,1999,78 years,445000
2020-11,CHOA CHU KANG,5 ROOM,213,CHOA CHU KANG CTRL,07 TO 09,122,Improved,1989,67 years 06 months,460000
2020-11,CHOA CHU KANG,5 ROOM,689B,CHOA CHU KANG DR,13 TO 15,110,Improved,2002,80 years 05 months,423000
2020-11,CHOA CHU KANG,5 ROOM,765,CHOA CHU KANG NTH 5,01 TO 03,122,Improved,1996,74 years 10 months,415000
2020-11,CHOA CHU KANG,5 ROOM,507,CHOA CHU KANG ST 51,01 TO 03,134,Model A,1994,73 years 01 month,405000
2020-11,CHOA CHU KANG,5 ROOM,503,CHOA CHU KANG ST 51,13 TO 15,128,Improved,1995,73 years 04 months,460000
2020-11,CHOA CHU KANG,5 ROOM,541,CHOA CHU KANG ST 52,10 TO 12,131,Model A,1994,72 years 06 months,478000
2020-11,CHOA CHU KANG,5 ROOM,708,CHOA CHU KANG ST 53,10 TO 12,128,Improved,1995,73 years 07 months,485000
2020-11,CHOA CHU KANG,5 ROOM,612,CHOA CHU KANG ST 62,07 TO 09,131,Model A,1996,74 years 08 months,466000
2020-11,CHOA CHU KANG,5 ROOM,154,JLN TECK WHYE,13 TO 15,121,Improved,1997,76 years 02 months,525000
2020-11,CHOA CHU KANG,5 ROOM,156,JLN TECK WHYE,04 TO 06,122,Improved,1998,76 years 05 months,473000
2020-11,CHOA CHU KANG,5 ROOM,159,JLN TECK WHYE,13 TO 15,122,Improved,1998,76 years 03 months,520000
2020-11,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,01 TO 03,142,Apartment,1989,67 years 10 months,554000
2020-11,CHOA CHU KANG,EXECUTIVE,272,CHOA CHU KANG AVE 2,16 TO 18,147,Apartment,1993,71 years 08 months,599000
2020-11,CHOA CHU KANG,EXECUTIVE,296C,CHOA CHU KANG AVE 2,13 TO 15,141,Premium Apartment,1999,77 years 09 months,550000
2020-11,CHOA CHU KANG,EXECUTIVE,461,CHOA CHU KANG AVE 4,01 TO 03,142,Premium Apartment,2000,78 years 06 months,490000
2020-11,CHOA CHU KANG,EXECUTIVE,453,CHOA CHU KANG AVE 4,01 TO 03,142,Premium Apartment,2000,78 years 03 months,505000
2020-11,CHOA CHU KANG,EXECUTIVE,674A,CHOA CHU KANG CRES,01 TO 03,141,Premium Apartment,1999,78 years,500000
2020-11,CHOA CHU KANG,EXECUTIVE,679,CHOA CHU KANG CRES,04 TO 06,144,Premium Apartment,1999,78 years 01 month,490000
2020-11,CHOA CHU KANG,EXECUTIVE,754,CHOA CHU KANG NTH 5,01 TO 03,149,Apartment,1995,73 years 10 months,530000
2020-11,CHOA CHU KANG,EXECUTIVE,560,CHOA CHU KANG NTH 6,04 TO 06,146,Apartment,1996,74 years 04 months,560000
2020-11,CHOA CHU KANG,EXECUTIVE,108,TECK WHYE LANE,04 TO 06,146,Maisonette,1989,67 years 06 months,588000
2020-11,CHOA CHU KANG,EXECUTIVE,108,TECK WHYE LANE,07 TO 09,146,Maisonette,1989,67 years 05 months,590000
2020-12,CHOA CHU KANG,2 ROOM,809B,CHOA CHU KANG AVE 1,13 TO 15,47,Model A,2017,95 years 04 months,260000
2020-12,CHOA CHU KANG,2 ROOM,807A,CHOA CHU KANG AVE 1,13 TO 15,47,Model A,2017,95 years 04 months,290000
2020-12,CHOA CHU KANG,3 ROOM,807A,CHOA CHU KANG AVE 1,10 TO 12,67,Model A,2017,95 years 06 months,326000
2020-12,CHOA CHU KANG,3 ROOM,809B,CHOA CHU KANG AVE 1,01 TO 03,67,Model A,2017,95 years 05 months,328000
2020-12,CHOA CHU KANG,3 ROOM,807A,CHOA CHU KANG AVE 1,10 TO 12,67,Model A,2017,95 years 05 months,360000
2020-12,CHOA CHU KANG,3 ROOM,807A,CHOA CHU KANG AVE 1,10 TO 12,67,Model A,2017,95 years 05 months,355000
2020-12,CHOA CHU KANG,3 ROOM,490B,CHOA CHU KANG AVE 5,04 TO 06,68,Model A,2016,94 years 07 months,335000
2020-12,CHOA CHU KANG,3 ROOM,490B,CHOA CHU KANG AVE 5,07 TO 09,68,Model A,2016,94 years 06 months,348000
2020-12,CHOA CHU KANG,3 ROOM,803A,KEAT HONG CL,01 TO 03,68,Model A,2017,95 years 06 months,295000
2020-12,CHOA CHU KANG,3 ROOM,803A,KEAT HONG CL,07 TO 09,68,Model A,2017,95 years 06 months,330000
2020-12,CHOA CHU KANG,3 ROOM,803A,KEAT HONG CL,10 TO 12,68,Model A,2017,95 years 06 months,360000
2020-12,CHOA CHU KANG,3 ROOM,111,TECK WHYE LANE,04 TO 06,73,Model A,1989,67 years 10 months,295000
2020-12,CHOA CHU KANG,4 ROOM,202,CHOA CHU KANG AVE 1,01 TO 03,112,Model A,1989,68 years 01 month,400000
2020-12,CHOA CHU KANG,4 ROOM,807C,CHOA CHU KANG AVE 1,13 TO 15,92,Model A,2017,95 years 05 months,492500
2020-12,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,16 TO 18,92,Model A,2017,95 years 04 months,465000
2020-12,CHOA CHU KANG,4 ROOM,809A,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 04 months,447000
2020-12,CHOA CHU KANG,4 ROOM,251,CHOA CHU KANG AVE 2,01 TO 03,104,Model A,1994,73 years 02 months,345000
2020-12,CHOA CHU KANG,4 ROOM,290,CHOA CHU KANG AVE 3,13 TO 15,104,Model A,1993,71 years 06 months,380000
2020-12,CHOA CHU KANG,4 ROOM,445,CHOA CHU KANG AVE 4,04 TO 06,100,Model A,1997,75 years 03 months,350000
2020-12,CHOA CHU KANG,4 ROOM,465,CHOA CHU KANG AVE 4,07 TO 09,104,Premium Apartment,2000,78 years 04 months,362000
2020-12,CHOA CHU KANG,4 ROOM,307,CHOA CHU KANG AVE 4,07 TO 09,109,Model A,1993,71 years 06 months,453000
2020-12,CHOA CHU KANG,4 ROOM,307,CHOA CHU KANG AVE 4,04 TO 06,109,Model A,1993,71 years 06 months,443000
2020-12,CHOA CHU KANG,4 ROOM,488A,CHOA CHU KANG AVE 5,01 TO 03,93,Model A,2016,94 years 07 months,395000
2020-12,CHOA CHU KANG,4 ROOM,485D,CHOA CHU KANG AVE 5,04 TO 06,101,Model A,1999,77 years 07 months,380000
2020-12,CHOA CHU KANG,4 ROOM,487C,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 07 months,435000
2020-12,CHOA CHU KANG,4 ROOM,483,CHOA CHU KANG AVE 5,04 TO 06,100,Model A,1999,77 years 06 months,348000
2020-12,CHOA CHU KANG,4 ROOM,490C,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 07 months,431000
2020-12,CHOA CHU KANG,4 ROOM,484A,CHOA CHU KANG AVE 5,13 TO 15,91,Model A2,1999,77 years 05 months,355000
2020-12,CHOA CHU KANG,4 ROOM,484C,CHOA CHU KANG AVE 5,13 TO 15,101,Model A,1999,77 years 05 months,375000
2020-12,CHOA CHU KANG,4 ROOM,489A,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 08 months,405000
2020-12,CHOA CHU KANG,4 ROOM,490D,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 07 months,462000
2020-12,CHOA CHU KANG,4 ROOM,484,CHOA CHU KANG AVE 5,04 TO 06,101,Model A,1999,77 years 06 months,353000
2020-12,CHOA CHU KANG,4 ROOM,486,CHOA CHU KANG AVE 5,16 TO 18,101,Model A,1999,77 years 07 months,355000
2020-12,CHOA CHU KANG,4 ROOM,484B,CHOA CHU KANG AVE 5,16 TO 18,102,Model A,1999,77 years 04 months,370000
2020-12,CHOA CHU KANG,4 ROOM,489C,CHOA CHU KANG AVE 5,13 TO 15,93,Model A,2016,94 years 06 months,450000
2020-12,CHOA CHU KANG,4 ROOM,490D,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 07 months,458000
2020-12,CHOA CHU KANG,4 ROOM,489C,CHOA CHU KANG AVE 5,13 TO 15,93,Model A,2016,94 years 06 months,450000
2020-12,CHOA CHU KANG,4 ROOM,489D,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 06 months,435000
2020-12,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,04 TO 06,93,Model A,2017,95 years 04 months,434000
2020-12,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,13 TO 15,93,Model A,2017,95 years 04 months,476000
2020-12,CHOA CHU KANG,4 ROOM,678,CHOA CHU KANG CRES,10 TO 12,106,Premium Apartment,1999,78 years,368000
2020-12,CHOA CHU KANG,4 ROOM,668,CHOA CHU KANG CRES,10 TO 12,102,Model A,1999,77 years 07 months,360000
2020-12,CHOA CHU KANG,4 ROOM,673A,CHOA CHU KANG CRES,10 TO 12,103,Premium Apartment,1999,78 years 01 month,390000
2020-12,CHOA CHU KANG,4 ROOM,680,CHOA CHU KANG CRES,04 TO 06,107,Premium Apartment,1999,77 years 10 months,372000
2020-12,CHOA CHU KANG,4 ROOM,656,CHOA CHU KANG CRES,10 TO 12,104,Premium Apartment,1999,77 years 05 months,374888
2020-12,CHOA CHU KANG,4 ROOM,354,CHOA CHU KANG CTRL,07 TO 09,104,Model A,1993,71 years 07 months,425000
2020-12,CHOA CHU KANG,4 ROOM,230,CHOA CHU KANG CTRL,10 TO 12,111,Model A,1990,68 years 07 months,415000
2020-12,CHOA CHU KANG,4 ROOM,213,CHOA CHU KANG CTRL,07 TO 09,104,Model A,1989,67 years 05 months,400000
2020-12,CHOA CHU KANG,4 ROOM,785,CHOA CHU KANG DR,10 TO 12,110,Model A,1997,75 years 02 months,418000
2020-12,CHOA CHU KANG,4 ROOM,688B,CHOA CHU KANG DR,07 TO 09,91,Model A,2002,80 years 04 months,335888
2020-12,CHOA CHU KANG,4 ROOM,763,CHOA CHU KANG NTH 5,10 TO 12,106,Model A,1996,74 years 08 months,385000
2020-12,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,10 TO 12,92,Model A,2015,93 years 02 months,475000
2020-12,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,04 TO 06,92,Model A,2015,93 years 02 months,415000
2020-12,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,07 TO 09,92,Model A,2015,93 years 02 months,470000
2020-12,CHOA CHU KANG,4 ROOM,620,CHOA CHU KANG ST 62,07 TO 09,108,Model A,1996,74 years 07 months,380000
2020-12,CHOA CHU KANG,4 ROOM,152,JLN TECK WHYE,01 TO 03,103,Model A,1998,76 years 02 months,335000
2020-12,CHOA CHU KANG,4 ROOM,803A,KEAT HONG CL,04 TO 06,93,Model A,2017,95 years 06 months,430000
2020-12,CHOA CHU KANG,4 ROOM,803A,KEAT HONG CL,07 TO 09,93,Model A,2017,95 years 05 months,445000
2020-12,CHOA CHU KANG,4 ROOM,113,TECK WHYE LANE,04 TO 06,106,Model A,1989,67 years 02 months,348000
2020-12,CHOA CHU KANG,5 ROOM,809A,CHOA CHU KANG AVE 1,13 TO 15,112,Improved,2017,95 years 05 months,528000
2020-12,CHOA CHU KANG,5 ROOM,131,CHOA CHU KANG AVE 1,07 TO 09,121,Improved,1993,71 years 06 months,455000
2020-12,CHOA CHU KANG,5 ROOM,807B,CHOA CHU KANG AVE 1,07 TO 09,112,Improved,2017,95 years 04 months,548000
2020-12,CHOA CHU KANG,5 ROOM,254,CHOA CHU KANG AVE 2,10 TO 12,125,Improved,1994,73 years 01 month,475000
2020-12,CHOA CHU KANG,5 ROOM,248,CHOA CHU KANG AVE 2,10 TO 12,123,Improved,1993,71 years 06 months,460000
2020-12,CHOA CHU KANG,5 ROOM,251,CHOA CHU KANG AVE 2,13 TO 15,122,Improved,1994,73 years,481000
2020-12,CHOA CHU KANG,5 ROOM,417,CHOA CHU KANG AVE 4,01 TO 03,124,Improved,1993,71 years 07 months,435000
2020-12,CHOA CHU KANG,5 ROOM,457,CHOA CHU KANG AVE 4,16 TO 18,123,Premium Apartment,2000,78 years 04 months,460000
2020-12,CHOA CHU KANG,5 ROOM,447,CHOA CHU KANG AVE 4,04 TO 06,119,Improved,1997,75 years 07 months,430000
2020-12,CHOA CHU KANG,5 ROOM,440,CHOA CHU KANG AVE 4,01 TO 03,133,Model A,1993,71 years 07 months,465000
2020-12,CHOA CHU KANG,5 ROOM,447,CHOA CHU KANG AVE 4,04 TO 06,118,Improved,1997,75 years 06 months,441288
